DELIVERY_PERSON_NAME,EMPLOYMENT_TYPE,VEHICLE_TYPE,TOTAL_DELIVERIES,AVG_DELAY,AVG_RATING,ON_TIME_RATE
Manikya Chanda,FULL-TIME,SCOOTER,114,0.47,3.91,64.91
Manjari Gole,FULL-TIME,VAN,86,0.38,4.01,68.60
Jayant Jain,CONTRACT,VAN,112,0.47,3.98,65.18
Divyansh Kale,FULL-TIME,VAN,105,0.54,3.88,60.00
Badal Chowdhury,CONTRACT,SCOOTER,86,0.45,4.03,65.12
Vedika Venkataraman,FULL-TIME,BIKE,126,0.39,4.02,72.22
Vanya Kapadia,FULL-TIME,BIKE,97,0.43,4.02,69.07
Amira Sule,CONTRACT,BIKE,95,0.61,3.81,54.74
Kashvi Buch,FULL-TIME,BIKE,133,0.46,4.03,66.17
Taimur Saini,CONTRACT,SCOOTER,137,0.48,3.97,62.77
Vidur Kaul,CONTRACT,BIKE,115,0.35,4.13,73.04
Urvi Dar,CONTRACT,BIKE,137,0.46,3.91,64.96
Dhanush Bassi,FULL-TIME,SCOOTER,163,0.50,3.92,58.28
Raunak Dubey,FULL-TIME,BIKE,91,0.53,3.87,57.14
Mahika Bahl,FULL-TIME,EV BIKE,94,0.51,3.99,58.51
Jivika Choudhury,FULL-TIME,EV BIKE,114,0.44,4.00,68.42
Anika Badami,FULL-TIME,BIKE,97,0.60,3.73,57.73
Ivan Kapur,CONTRACT,VAN,95,0.51,3.96,60.00
Taran Ramachandran,CONTRACT,VAN,88,0.42,4.03,67.05
Trisha Kala,FULL-TIME,EV BIKE,125,0.46,4.01,66.40
Jivika Bajaj,CONTRACT,VAN,86,0.34,4.19,70.93
Kaira Dutt,FULL-TIME,BIKE,126,0.43,4.01,65.87
Ahana  Devan,FULL-TIME,VAN,125,0.41,4.04,68.00
Anay Gokhale,FULL-TIME,BIKE,88,0.42,4.01,70.45
Shray Srivastava,FULL-TIME,EV BIKE,93,0.49,3.91,61.29
Anvi Taneja,FULL-TIME,SCOOTER,89,0.35,4.12,68.54
Riaan Raval,FULL-TIME,VAN,115,0.43,4.02,66.96
Kanav Grover,CONTRACT,VAN,108,0.62,3.73,54.63
Jayesh Varghese,CONTRACT,SCOOTER,96,0.43,4.06,67.71
Shray Deep,FULL-TIME,SCOOTER,124,0.37,4.10,70.97
Vritika Biswas,CONTRACT,EV BIKE,139,0.41,3.97,65.47
Saanvi Verma,CONTRACT,VAN,132,0.39,4.06,68.94
Trisha Goswami,CONTRACT,EV BIKE,84,0.38,4.06,71.43
Veer Aurora,CONTRACT,VAN,132,0.46,3.97,68.18
Priyansh Chand,FULL-TIME,SCOOTER,104,0.47,3.96,63.46
Gokul Walia,CONTRACT,VAN,106,0.49,3.93,58.49
Aarav Saran,FULL-TIME,SCOOTER,101,0.43,4.05,64.36
Tara Deshpande,CONTRACT,BIKE,100,0.45,4.03,64.00
Vidur Mane,CONTRACT,EV BIKE,141,0.43,4.08,63.83
Aarush Raman,FULL-TIME,SCOOTER,106,0.42,4.03,67.92
Ritvik Swamy,FULL-TIME,BIKE,85,0.47,4.03,64.71
Rhea Chaudhari,CONTRACT,BIKE,133,0.56,3.82,57.14
Yasmin Mand,CONTRACT,BIKE,99,0.34,4.14,68.69
Shanaya Rajagopalan,FULL-TIME,SCOOTER,124,0.49,3.96,59.68
Azad Chopra,FULL-TIME,SCOOTER,128,0.43,3.99,63.28
Neelofar Dash,FULL-TIME,EV BIKE,108,0.35,4.18,67.59
Mamooty Talwar,CONTRACT,VAN,70,0.43,4.03,65.71
Gatik Borra,CONTRACT,EV BIKE,106,0.44,4.00,67.92
Jiya Grover,FULL-TIME,EV BIKE,116,0.45,3.97,65.52
Inaaya  Dayal,CONTRACT,VAN,118,0.42,4.09,66.95
Samaira Thakkar,CONTRACT,VAN,151,0.48,3.93,61.59
Hazel Kade,FULL-TIME,BIKE,103,0.46,3.91,68.93
Mohanlal Khanna,FULL-TIME,VAN,115,0.45,3.91,66.09
Badal Chandra,FULL-TIME,BIKE,93,0.44,4.08,66.67
Diya Chowdhury,FULL-TIME,SCOOTER,97,0.48,3.98,64.95
Hunar Dhillon,FULL-TIME,SCOOTER,108,0.40,4.08,64.81
Tarini Venkataraman,CONTRACT,SCOOTER,133,0.43,4.09,63.91
Heer Kaur,CONTRACT,EV BIKE,113,0.39,4.11,67.26
Aarush Sharaf,CONTRACT,BIKE,99,0.57,3.88,55.56
Yuvraj  Bath,CONTRACT,EV BIKE,97,0.54,3.98,58.76
Vidur Walla,CONTRACT,EV BIKE,120,0.38,4.11,70.83
Fateh Bali,CONTRACT,VAN,91,0.52,3.93,61.54
Darshit Ghosh,FULL-TIME,BIKE,98,0.41,4.10,67.35
Seher Sundaram,FULL-TIME,EV BIKE,111,0.53,3.87,59.46
Rhea Lad,CONTRACT,SCOOTER,85,0.54,3.90,58.82
Mahika Sampath,CONTRACT,BIKE,120,0.48,3.97,60.83
Alisha Seshadri,FULL-TIME,BIKE,134,0.31,4.12,73.88
Samar Varkey,FULL-TIME,VAN,90,0.56,3.87,57.78
Emir Rama,FULL-TIME,SCOOTER,97,0.47,4.04,62.89
Indrajit Kaul,CONTRACT,EV BIKE,95,0.35,4.08,69.47
Hansh Mand,FULL-TIME,BIKE,103,0.43,4.07,66.99
Diya Mand,CONTRACT,EV BIKE,94,0.38,3.98,72.34
Vardaniya Warrior,CONTRACT,VAN,142,0.44,4.03,64.08
Samar Mander,CONTRACT,BIKE,101,0.43,4.06,63.37
Jhanvi Wali,CONTRACT,SCOOTER,93,0.49,3.97,62.37
Indrans Saran,FULL-TIME,BIKE,87,0.43,4.07,65.52
Mamooty Grover,CONTRACT,EV BIKE,100,0.47,3.97,64.00
Indrajit Rajagopalan,CONTRACT,EV BIKE,127,0.45,4.04,68.50
Veer Shroff,CONTRACT,SCOOTER,130,0.48,4.00,59.23
Amira Mannan,FULL-TIME,BIKE,97,0.57,3.80,57.73
Manjari Kuruvilla,FULL-TIME,VAN,110,0.38,4.03,69.09
Zoya Tara,FULL-TIME,EV BIKE,121,0.40,4.05,66.94
Sumer Goda,FULL-TIME,VAN,111,0.56,3.88,60.36
Faiyaz Sachdev,CONTRACT,SCOOTER,116,0.37,4.03,71.55
Khushi Dave,CONTRACT,EV BIKE,149,0.38,4.15,69.13
Kabir Chauhan,CONTRACT,SCOOTER,114,0.48,3.94,64.91
Samaira Mani,FULL-TIME,VAN,111,0.50,3.88,62.16
Mishti Barman,CONTRACT,EV BIKE,86,0.45,3.93,63.95
Aaina Doshi,CONTRACT,SCOOTER,74,0.32,4.13,78.38
Vaibhav Keer,FULL-TIME,EV BIKE,124,0.48,3.98,62.10
Stuvan Talwar,FULL-TIME,SCOOTER,137,0.47,3.95,62.77
Adah Vyas,CONTRACT,EV BIKE,110,0.45,3.96,64.55
Tiya Raju,CONTRACT,SCOOTER,136,0.43,4.04,68.38
Hansh Doshi,FULL-TIME,BIKE,107,0.52,3.85,60.75
Sumer Garde,FULL-TIME,EV BIKE,86,0.62,3.73,56.98
Sara Sehgal,FULL-TIME,BIKE,89,0.46,4.04,60.67
Ehsaan Mandal,FULL-TIME,BIKE,108,0.44,3.96,68.52
Shanaya Tailor,FULL-TIME,BIKE,111,0.48,3.95,60.36
Hiran Divan,FULL-TIME,EV BIKE,104,0.45,3.96,66.35
Elakshi Gola,CONTRACT,EV BIKE,105,0.46,3.92,68.57
Ritvik Kunda,CONTRACT,SCOOTER,130,0.56,3.83,55.38
Neelofar Trivedi,FULL-TIME,EV BIKE,93,0.60,3.78,52.69
Indrans Dhaliwal,CONTRACT,BIKE,94,0.31,4.24,73.40
Jayan Halder,FULL-TIME,BIKE,115,0.54,3.92,59.13
Anay Swaminathan,FULL-TIME,SCOOTER,120,0.63,3.70,53.33
Charvi Wali,CONTRACT,BIKE,92,0.45,4.00,67.39
Emir Gour,CONTRACT,SCOOTER,105,0.38,4.12,69.52
Ojas Gandhi,CONTRACT,EV BIKE,137,0.52,3.93,59.85
Miraya Sagar,FULL-TIME,EV BIKE,82,0.60,3.86,54.88
Eva Sharaf,FULL-TIME,SCOOTER,111,0.50,3.85,62.16
Urvi Kata,CONTRACT,EV BIKE,98,0.43,3.92,69.39
Siya Anand,FULL-TIME,EV BIKE,104,0.36,4.09,72.12
Hridaan Apte,FULL-TIME,BIKE,118,0.48,3.96,62.71
Advika Sami,CONTRACT,VAN,104,0.52,3.87,62.50
Rati Khurana,CONTRACT,VAN,123,0.46,4.07,61.79
Ivana Ahluwalia,FULL-TIME,VAN,114,0.37,4.11,68.42
Emir Kalita,CONTRACT,SCOOTER,122,0.39,4.11,69.67
Mehul Samra,FULL-TIME,VAN,115,0.43,4.07,64.35
Lavanya Manda,FULL-TIME,SCOOTER,98,0.35,4.13,71.43
Farhan Chadha,FULL-TIME,EV BIKE,110,0.43,4.04,66.36
Lakshit Kaur,CONTRACT,EV BIKE,103,0.46,3.92,66.99
Priyansh Mani,CONTRACT,SCOOTER,116,0.36,4.13,71.55
Anya Gera,CONTRACT,VAN,88,0.26,4.27,78.41
Ehsaan Bora,FULL-TIME,VAN,104,0.37,4.10,69.23
Yakshit Thakkar,CONTRACT,BIKE,87,0.48,4.00,62.07
Parinaaz Hayre,FULL-TIME,VAN,97,0.40,4.03,69.07
Jayan Hayer,FULL-TIME,EV BIKE,105,0.45,4.01,65.71
Stuvan Bawa,FULL-TIME,BIKE,104,0.36,4.15,70.19
Advika Kota,FULL-TIME,BIKE,85,0.38,4.15,70.59
Manjari Lad,FULL-TIME,VAN,103,0.57,3.84,55.34
Jivika Kara,CONTRACT,EV BIKE,93,0.42,4.06,66.67
Nitya Maharaj,CONTRACT,BIKE,96,0.43,4.12,63.54
Seher Yogi,CONTRACT,BIKE,139,0.47,3.96,62.59
Vritika Bhagat,CONTRACT,VAN,117,0.45,4.01,65.81
Neysa Lala,FULL-TIME,SCOOTER,112,0.52,3.86,62.50
Saksham Kata,CONTRACT,EV BIKE,140,0.50,3.89,60.00
Mishti Shroff,FULL-TIME,EV BIKE,119,0.48,3.97,62.18
Ivan Verma,FULL-TIME,BIKE,118,0.35,4.11,72.03
Manjari Karnik,FULL-TIME,EV BIKE,75,0.39,4.06,68.00
Samar Bhatnagar,CONTRACT,EV BIKE,96,0.51,3.97,60.42
Nitara Ramanathan,CONTRACT,BIKE,92,0.42,4.04,66.30
Vivaan Dora,CONTRACT,EV BIKE,119,0.39,4.06,69.75
Kaira Kara,FULL-TIME,SCOOTER,101,0.44,4.04,64.36
Lavanya Ray,CONTRACT,EV BIKE,97,0.51,3.92,58.76
Vanya Bansal,FULL-TIME,BIKE,133,0.49,4.00,60.90
Vanya Bhasin,CONTRACT,BIKE,79,0.49,3.85,68.35
Raghav Dash,CONTRACT,BIKE,81,0.59,3.79,54.32
Priyansh Aggarwal,FULL-TIME,SCOOTER,101,0.48,3.95,66.34
Sara Varkey,CONTRACT,EV BIKE,88,0.49,3.93,62.50
Himmat Agarwal,FULL-TIME,SCOOTER,138,0.38,4.08,69.57
Damini Krishnan,FULL-TIME,VAN,135,0.38,4.11,68.89
Nakul Krish,FULL-TIME,SCOOTER,93,0.39,4.04,67.74
Urvi Ganesh,FULL-TIME,SCOOTER,111,0.41,3.98,67.57
Tushar Dada,CONTRACT,SCOOTER,105,0.50,3.97,58.10
Aayush Maharaj,CONTRACT,SCOOTER,99,0.56,3.89,58.59
Ahana  Borde,CONTRACT,BIKE,134,0.55,3.91,59.70
Yakshit Mann,CONTRACT,VAN,147,0.46,3.97,65.31
Shanaya Chaudhary,CONTRACT,SCOOTER,125,0.53,3.97,61.60
Vanya Dhingra,FULL-TIME,VAN,107,0.44,3.98,66.36
Pranay Din,CONTRACT,BIKE,78,0.35,4.14,70.51
Anahita Dugar,CONTRACT,EV BIKE,207,0.46,3.97,63.77
Charvi Gupta,CONTRACT,VAN,119,0.47,4.01,63.87
Jayan Chad,CONTRACT,BIKE,100,0.40,4.03,67.00
Kashvi Konda,FULL-TIME,EV BIKE,118,0.53,3.87,61.02
Ojas Ratta,CONTRACT,VAN,111,0.43,3.91,67.57
Kashvi Ganesh,CONTRACT,SCOOTER,94,0.39,4.08,70.21
Alisha Edwin,FULL-TIME,BIKE,109,0.44,3.96,69.72
Gatik Chahal,CONTRACT,BIKE,86,0.40,4.06,65.12
Zain Dhaliwal,CONTRACT,EV BIKE,104,0.53,3.88,61.54
Anahi Seshadri,CONTRACT,EV BIKE,100,0.43,3.96,68.00
Siya Dhar,FULL-TIME,EV BIKE,89,0.42,4.05,65.17
Onkar Kakar,FULL-TIME,SCOOTER,111,0.36,4.12,70.27
Priyansh Vig,FULL-TIME,SCOOTER,80,0.51,3.87,62.50
Dhanuk Borde,FULL-TIME,EV BIKE,110,0.44,4.04,64.55
Ivan Sangha,CONTRACT,SCOOTER,103,0.52,3.91,59.22
Drishya Ram,FULL-TIME,EV BIKE,96,0.46,3.99,61.46
Onkar Kapadia,FULL-TIME,VAN,86,0.52,3.90,61.63
Yasmin Wali,FULL-TIME,VAN,119,0.45,4.07,66.39
Aayush Dani,FULL-TIME,EV BIKE,110,0.46,4.00,66.36
Ehsaan Chauhan,CONTRACT,BIKE,100,0.36,4.15,70.00
Sana Shankar,FULL-TIME,EV BIKE,102,0.38,4.09,69.61
Samarth Gopal,CONTRACT,BIKE,117,0.43,3.97,64.10
Dharmajan Krishna,CONTRACT,SCOOTER,123,0.41,3.99,69.92
Aradhya Gopal,FULL-TIME,EV BIKE,118,0.45,4.04,66.10
Kimaya Sawhney,FULL-TIME,BIKE,79,0.61,3.84,55.70
Dishani Chaudhry,CONTRACT,SCOOTER,104,0.48,4.00,64.42
Stuvan Lall,FULL-TIME,BIKE,95,0.42,3.97,69.47
Arhaan Bhatt,CONTRACT,BIKE,105,0.58,3.82,60.00
Drishya Dugar,CONTRACT,VAN,105,0.48,3.97,60.95
Dhruv Shankar,CONTRACT,BIKE,88,0.34,4.13,71.59
Mohanlal Balakrishnan,FULL-TIME,VAN,128,0.53,3.97,60.16
Advik Bhat,CONTRACT,SCOOTER,92,0.47,4.00,68.48
Mehul Karan,CONTRACT,BIKE,83,0.39,4.07,69.88
Keya Brar,CONTRACT,VAN,121,0.53,3.94,60.33
Vaibhav Bora,FULL-TIME,EV BIKE,103,0.38,4.08,64.08
Dhanush Dar,FULL-TIME,BIKE,78,0.46,3.98,66.67
Shray Buch,FULL-TIME,EV BIKE,149,0.44,4.02,64.43
Mamooty Dalal,FULL-TIME,SCOOTER,96,0.44,4.07,62.50
Kimaya Wable,CONTRACT,VAN,103,0.33,4.12,73.79
Stuvan Kapur,CONTRACT,SCOOTER,110,0.51,3.90,61.82
Hunar Ramanathan,CONTRACT,BIKE,113,0.48,3.97,62.83
Miraya Aggarwal,CONTRACT,SCOOTER,102,0.47,3.94,62.75
Pihu Yogi,CONTRACT,BIKE,97,0.45,3.95,68.04
Sahil Kade,CONTRACT,BIKE,133,0.43,4.01,67.67
Jayesh Kari,CONTRACT,VAN,98,0.49,3.97,64.29
Heer Varma,CONTRACT,SCOOTER,106,0.45,4.08,63.21
Jhanvi Brahmbhatt,FULL-TIME,VAN,95,0.53,3.90,62.11
Sumer Deshpande,FULL-TIME,SCOOTER,131,0.43,4.06,67.18
Fateh Anand,CONTRACT,SCOOTER,119,0.56,3.94,58.82
Raghav Sunder,FULL-TIME,EV BIKE,79,0.56,3.89,56.96
Ayesha Ramachandran,FULL-TIME,SCOOTER,104,0.50,3.89,65.38
Jivin Chand,FULL-TIME,VAN,111,0.42,4.01,68.47
Priyansh De,CONTRACT,SCOOTER,134,0.42,4.01,66.42
Miraya Biswas,CONTRACT,VAN,130,0.39,4.08,72.31
Aaina Banerjee,FULL-TIME,EV BIKE,100,0.47,3.99,63.00
Prerak Tiwari,CONTRACT,SCOOTER,85,0.41,4.03,69.41
Madhav Sangha,FULL-TIME,SCOOTER,105,0.44,4.03,65.71
Dharmajan Dasgupta,CONTRACT,BIKE,97,0.42,4.04,65.98
Prerak Bhat,CONTRACT,EV BIKE,98,0.51,3.84,63.27
Tiya Kannan,CONTRACT,VAN,113,0.33,4.13,72.57
Lavanya Shukla,CONTRACT,VAN,109,0.52,3.95,63.30
Vedika Dewan,CONTRACT,VAN,121,0.47,4.05,63.64
Hiran Chaudry,CONTRACT,EV BIKE,107,0.29,4.17,77.57
Keya Bal,FULL-TIME,BIKE,98,0.38,4.05,68.37
Vidur Tripathi,FULL-TIME,EV BIKE,101,0.35,4.17,74.26
Divij Solanki,FULL-TIME,EV BIKE,138,0.51,3.87,65.22
Diya Mann,FULL-TIME,EV BIKE,101,0.37,4.07,71.29
Rania Vasa,FULL-TIME,VAN,127,0.46,3.97,63.78
Madhup Ramaswamy,FULL-TIME,VAN,94,0.38,4.13,69.15
Hrishita Salvi,CONTRACT,VAN,133,0.31,4.11,73.68
Ojas Kar,FULL-TIME,BIKE,100,0.46,3.96,65.00
Nitara Vyas,CONTRACT,SCOOTER,100,0.49,3.90,62.00
Hrishita Raja,CONTRACT,VAN,106,0.43,4.00,66.04
Sara Malhotra,CONTRACT,VAN,112,0.35,4.15,72.32
Vihaan Kaul,CONTRACT,BIKE,121,0.46,3.98,61.98
Hazel Ramanathan,FULL-TIME,BIKE,104,0.55,3.88,55.77
Madhup Sachdeva,CONTRACT,EV BIKE,91,0.27,4.18,75.82
Trisha Chowdhury,FULL-TIME,SCOOTER,118,0.52,3.98,61.86
Lavanya Uppal,CONTRACT,BIKE,126,0.42,3.98,68.25
Divyansh Tara,CONTRACT,SCOOTER,88,0.40,4.06,65.91
Indrans Upadhyay,FULL-TIME,BIKE,113,0.45,4.00,66.37
Misha Karan,FULL-TIME,BIKE,88,0.41,4.06,68.18
Armaan Chander,FULL-TIME,VAN,119,0.52,3.95,56.30
Himmat Raja,FULL-TIME,VAN,121,0.45,4.01,64.46
Ritvik Gokhale,CONTRACT,EV BIKE,83,0.52,3.91,60.24
Devansh Kalita,CONTRACT,EV BIKE,92,0.51,3.90,63.04
Abram Bose,CONTRACT,VAN,106,0.48,3.99,63.21
Raghav Vig,CONTRACT,SCOOTER,111,0.38,4.15,68.47
Amira Kade,CONTRACT,VAN,90,0.47,4.05,61.11
Renee Rama,CONTRACT,EV BIKE,99,0.48,4.02,60.61
Ishaan Dass,CONTRACT,VAN,101,0.47,3.98,65.35
Hunar Choudhry,CONTRACT,EV BIKE,98,0.51,3.95,59.18
Anahita Shere,FULL-TIME,BIKE,148,0.39,4.10,67.57
Jayant Arora,FULL-TIME,BIKE,100,0.39,4.08,69.00
Saanvi Rastogi,FULL-TIME,VAN,101,0.47,4.00,61.39
Navya Dalal,FULL-TIME,EV BIKE,108,0.49,3.96,63.89
Baiju Sarkar,CONTRACT,SCOOTER,89,0.51,3.94,62.92
Farhan Ahuja,FULL-TIME,SCOOTER,93,0.40,4.07,69.89
Inaaya  Mahajan,CONTRACT,EV BIKE,74,0.64,3.74,58.11
Kismat Dutta,FULL-TIME,VAN,113,0.46,3.97,63.72
Kartik Uppal,FULL-TIME,SCOOTER,93,0.46,4.01,62.37
Zaina Bandi,FULL-TIME,SCOOTER,147,0.39,4.00,71.43
Saanvi Agarwal,CONTRACT,VAN,131,0.41,4.03,67.94
Nirvaan Banerjee,CONTRACT,VAN,105,0.49,3.88,61.90
Raghav Varma,CONTRACT,BIKE,93,0.35,4.11,69.89
Inaaya  Kalla,CONTRACT,VAN,99,0.37,4.07,67.68
Misha Bains,FULL-TIME,BIKE,102,0.52,3.87,56.86
Kashvi Choudhury,CONTRACT,VAN,102,0.47,3.93,62.75
Fateh Deshmukh,FULL-TIME,BIKE,109,0.44,4.06,66.06
Fateh Gola,CONTRACT,EV BIKE,126,0.45,4.00,64.29
Khushi Chaudry,CONTRACT,VAN,71,0.44,4.00,64.79
Kimaya Garde,CONTRACT,VAN,123,0.47,4.02,61.79
Kabir Agate,CONTRACT,BIKE,137,0.44,4.02,64.96
Fateh Savant,CONTRACT,VAN,91,0.52,3.88,59.34
Kashvi Dara,FULL-TIME,EV BIKE,114,0.48,3.90,64.04
Aniruddh Chandran,CONTRACT,BIKE,88,0.40,4.08,65.91
Rasha Bobal,FULL-TIME,EV BIKE,123,0.41,4.02,69.11
Chirag Char,FULL-TIME,SCOOTER,86,0.50,3.90,58.14
Ela Edwin,FULL-TIME,EV BIKE,76,0.39,4.04,67.11
Renee Hari,CONTRACT,VAN,96,0.47,4.04,62.50
Ayesha Bhatti,FULL-TIME,SCOOTER,91,0.52,3.99,61.54
Saira Vaidya,CONTRACT,BIKE,101,0.33,4.17,73.27
Shanaya Samra,FULL-TIME,BIKE,102,0.49,3.95,61.76
Renee Dewan,CONTRACT,VAN,110,0.47,3.99,64.55
Romil Gala,FULL-TIME,SCOOTER,101,0.46,3.95,64.36
Kimaya Boase,FULL-TIME,SCOOTER,115,0.50,3.88,62.61
Farhan Basu,FULL-TIME,VAN,111,0.48,4.05,62.16
Drishya Dhillon,CONTRACT,SCOOTER,106,0.39,4.05,68.87
Tushar Dara,CONTRACT,SCOOTER,102,0.47,3.99,64.71
Bhavin Lala,FULL-TIME,SCOOTER,99,0.52,3.97,60.61
Eva Sem,CONTRACT,BIKE,138,0.49,3.95,62.32
Samar Sheth,FULL-TIME,BIKE,121,0.44,3.99,66.12
Bhavin Kakar,CONTRACT,EV BIKE,127,0.41,4.04,66.14
Suhana Rama,CONTRACT,EV BIKE,93,0.43,3.94,65.59
Divit Sule,CONTRACT,BIKE,106,0.61,3.83,53.77
Lakshit Gade,FULL-TIME,VAN,82,0.41,4.05,68.29
Advik Dutta,FULL-TIME,EV BIKE,146,0.46,3.96,65.07
Tejas Saran,FULL-TIME,SCOOTER,112,0.43,3.98,69.64
Romil Dasgupta,CONTRACT,EV BIKE,107,0.39,4.06,69.16
Anaya Sachar,FULL-TIME,SCOOTER,118,0.38,4.13,69.49
Aarna Kalla,FULL-TIME,SCOOTER,84,0.35,4.19,71.43
Vaibhav Venkataraman,CONTRACT,EV BIKE,69,0.36,4.09,73.91
Tushar Krish,FULL-TIME,SCOOTER,105,0.44,4.03,66.67
Mahika Tiwari,CONTRACT,EV BIKE,95,0.46,3.99,65.26
Dishani Iyengar,CONTRACT,BIKE,98,0.37,4.10,70.41
Emir Kulkarni,FULL-TIME,EV BIKE,87,0.62,3.77,55.17
Urvi Sule,FULL-TIME,SCOOTER,111,0.50,3.97,61.26
Mohanlal Wali,FULL-TIME,BIKE,96,0.45,3.99,63.54
Biju Hayer,FULL-TIME,BIKE,76,0.61,3.88,56.58
Romil Ravi,FULL-TIME,VAN,79,0.44,4.00,68.35
Amira Kunda,FULL-TIME,EV BIKE,95,0.49,3.90,62.11
Amani Mallick,FULL-TIME,EV BIKE,103,0.51,3.92,59.22
Adah Kara,FULL-TIME,VAN,101,0.42,4.03,70.30
Bhamini Deol,CONTRACT,SCOOTER,140,0.36,4.10,71.43
Prisha Chaudhuri,CONTRACT,EV BIKE,133,0.47,3.95,63.16
Bhavin Dhingra,FULL-TIME,SCOOTER,116,0.49,3.99,64.66
Lagan Thaker,FULL-TIME,VAN,97,0.37,4.07,70.10
Arhaan Chaudry,FULL-TIME,BIKE,107,0.35,4.09,71.96
Nehmat Sundaram,FULL-TIME,BIKE,98,0.36,4.06,72.45
Vihaan Loyal,CONTRACT,EV BIKE,112,0.57,3.90,53.57
Anika Shan,CONTRACT,SCOOTER,118,0.49,3.95,61.86
Miraan Dhingra,CONTRACT,VAN,89,0.44,3.98,65.17
Nishith Badami,FULL-TIME,EV BIKE,110,0.54,3.85,57.27
Zain Mani,FULL-TIME,BIKE,103,0.42,4.04,67.96
Bhamini Thakur,FULL-TIME,EV BIKE,96,0.43,4.00,64.58
Veer Korpal,FULL-TIME,EV BIKE,94,0.50,3.90,63.83
Jivika Ramachandran,CONTRACT,VAN,92,0.54,3.80,57.61
Khushi Bhargava,CONTRACT,EV BIKE,98,0.42,4.07,64.29
Zara Kota,CONTRACT,EV BIKE,114,0.60,3.86,57.02
Ojas Doshi,CONTRACT,VAN,133,0.41,4.03,65.41
Jiya Lall,FULL-TIME,VAN,119,0.50,3.99,61.34
Amani Bahl,FULL-TIME,SCOOTER,78,0.47,3.97,58.97
Darshit Bose,FULL-TIME,VAN,74,0.57,3.94,52.70
Eva Mallick,CONTRACT,SCOOTER,117,0.38,4.06,69.23
Kabir Kant,FULL-TIME,SCOOTER,125,0.52,3.97,56.80
Diya Sule,CONTRACT,VAN,96,0.39,4.01,71.88
Hrishita Kala,CONTRACT,VAN,88,0.40,4.06,68.18
Pranay Ravi,CONTRACT,VAN,100,0.52,3.86,58.00
Anika Borah,FULL-TIME,VAN,87,0.46,4.04,65.52
Shamik Sankar,FULL-TIME,EV BIKE,121,0.46,3.96,63.64
Nitya Balasubramanian,CONTRACT,SCOOTER,103,0.49,4.04,61.17
Rania Gour,FULL-TIME,BIKE,83,0.46,4.04,62.65
Myra Viswanathan,FULL-TIME,EV BIKE,82,0.37,4.11,68.29
Rohan Mannan,CONTRACT,EV BIKE,113,0.35,4.10,73.45
Madhup Char,CONTRACT,VAN,110,0.45,4.02,63.64
Jayan Anne,CONTRACT,SCOOTER,96,0.39,4.03,68.75
Riya Bandi,CONTRACT,BIKE,131,0.44,4.05,63.36
Renee Rana,CONTRACT,EV BIKE,79,0.56,3.82,59.49
Yuvaan Bandi,FULL-TIME,SCOOTER,89,0.38,4.12,68.54
Shray Ranganathan,FULL-TIME,BIKE,77,0.44,4.00,67.53
Madhav Rastogi,CONTRACT,VAN,100,0.45,4.02,67.00
Zara Khurana,CONTRACT,SCOOTER,85,0.53,3.89,57.65
Kimaya Garde,CONTRACT,BIKE,95,0.58,3.91,52.63
Ivana Luthra,CONTRACT,SCOOTER,80,0.36,4.08,70.00
Bhavin Walla,FULL-TIME,EV BIKE,97,0.45,3.98,64.95
Badal Mangal,CONTRACT,SCOOTER,114,0.51,3.95,59.65
Ritvik Dada,CONTRACT,VAN,119,0.52,3.96,57.14
Kismat Master,CONTRACT,VAN,83,0.27,4.15,75.90
Jivika Varty,CONTRACT,SCOOTER,127,0.58,3.85,55.91
Damini Behl,CONTRACT,EV BIKE,100,0.44,4.00,64.00
Vedika Mandal,FULL-TIME,VAN,102,0.45,4.00,67.65
Nitara Kumar,FULL-TIME,EV BIKE,102,0.35,4.12,69.61
Heer Jhaveri,CONTRACT,VAN,103,0.39,4.04,70.87
Samiha Ben,FULL-TIME,SCOOTER,111,0.47,3.99,66.67
Shlok Iyengar,CONTRACT,EV BIKE,107,0.44,4.00,65.42
Yashvi Atwal,CONTRACT,BIKE,84,0.40,4.03,69.05
Dhruv Bakshi,CONTRACT,EV BIKE,86,0.45,4.02,65.12
Advika Magar,FULL-TIME,VAN,98,0.42,3.95,69.39
Zeeshan Mann,FULL-TIME,EV BIKE,131,0.53,3.90,59.54
Trisha Randhawa,FULL-TIME,SCOOTER,116,0.40,4.07,68.10
Jayant Chacko,CONTRACT,VAN,108,0.44,4.02,62.96
Riya Sethi,FULL-TIME,BIKE,77,0.47,3.98,62.34
Ojas Sekhon,CONTRACT,VAN,103,0.50,3.93,63.11
Veer Sibal,FULL-TIME,EV BIKE,147,0.50,3.97,61.22
Yuvraj  Kar,CONTRACT,BIKE,108,0.59,3.88,57.41
Taimur Khalsa,FULL-TIME,SCOOTER,94,0.43,4.03,65.96
Pari Lad,CONTRACT,SCOOTER,110,0.43,4.01,67.27
Aniruddh Karnik,CONTRACT,EV BIKE,88,0.38,4.07,70.45
Jayesh Lall,CONTRACT,BIKE,118,0.42,4.04,66.10
Aarna Butala,FULL-TIME,SCOOTER,78,0.36,4.13,70.51
Shanaya Banerjee,CONTRACT,SCOOTER,103,0.50,3.95,61.17
Nakul Manda,CONTRACT,EV BIKE,113,0.43,4.08,64.60
